Region	State	Location	Year	Month	Indiv	Height_cm	NumLeaves	NumInfl.	Pods_num	NumAphidsPods	Top	Middle	Bottom	NumCaterpillars	AvgAphidsPerLeaf	Total_aphids_leaves	Aphids_plant
East	PA	Cherry_Valley_A	2019	7	3	152	58	0	0	0	4	0	1	4	1.666666667	5	96.66666667
East	PA	3	2019	7	1	89	37	1	0	0	4	4	0	0	2.666666667	8	98.66666667
Midwest	MI	25	2020	9	4	190	61	0	9	11	0	0	0	0	0	0	99
East	PA	Cherry_Valley_B	2019	.	6	120	23	0	0	0	6	2	5	0	4.333333333	13	99.66666667
Midwest	MI	20	2018	9	1	108.2	31	0	0	0	3	6	1	0	3.333333333	10	103.3333333
East	PA	Cherry_Valley_B	2019	7	7	109	21	0	4	0	2	5	8	0	5	15	105
East	PA	Cherry_Valley_A	2019	6	3	116	28	0	0	12	8	4	0	0	4	12	112
East	PA	Cherry_Valley_B	2019	7	10	147	31	0	2	0	2	1	8	0	3.666666667	11	113.6666667
East	PA	Cherry_Valley_B	2019	.	10	137	29	2	1	0	2	6	4	0	4	12	116
East	PA	Cherry_Valley_A	2019	7	9	121	35	0	0	0	0	7	3	0	3.333333333	10	116.6666667
East	PA	Cherry_Valley_A	2019	7	10	131	27	0	9	0	3	6	4	1	4.333333333	13	117
East	PA	Cherry_Valley_B	2019	7	4	116	22	0	1	0	4	1	11	0	5.333333333	16	117.3333333
East	PA	Forevergreen_	2019	7	4	108	19	0	0	0	14	5	0	0	6.333333333	19	120.3333333
East	PA	5	2019	7	10	87	34	1	0	0	0	1	10	0	3.666666667	11	124.6666667
East	PA	Cherry_Valley_B	2019	.	4	114	22	0	0	0	1	5	11	0	5.666666667	17	124.6666667
East	PA	Cherry_Valley_B	2019	7	9	91	22	0	0	18	5	6	7	0	6	18	132
Midwest	MI	16	2018	9	7	52.1	19	0	0	0	6	11	4	1	7	21	133
East	PA	Cherry_Valley_B	2019	.	5	124	32	3	0	0	3	7	3	0	4.333333333	13	138.6666667
East	PA	Cherry_Valley_A	2019	7	6	128	37	0	10	0	2	5	5	0	4	12	148
East	PA	3	2019	6	1	66	32	3	0	0	0	14	0	0	4.666666667	14	149.3333333
East	PA	Cherry_Valley_B	2019	7	8	113	24	0	0	0	2	11	6	0	6.333333333	19	152
East	PA	Cherry_Valley_B	2019	7	6	122	22	0	2	0	4	3	14	0	7	21	154
East	PA	Cherry_Valley_A	2019	7	9	129	42	0	0	0	3	6	2	0	3.666666667	11	154
